unnamed:_0,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month,income_category,clv_category
8259,ZP49970,oregon,5824.817366,no,Basic,bachelor,2011-01-26,Employed,m,40964,Suburban,Married,74,7.0,57,0.0,8,special auto,Special L2,Offer3,Agent,355.2,two-door car,Large,A,1,medium,high
8260,KN65809,washington,11131.56637,no,Extended,high school or below,2011-01-04,Unemployed,f,0,Suburban,Married,99,26.0,60,0.0,2,personal auto,Personal L3,Offer1,Agent,475.2,four-door car,Small,A,1,low,high
8261,FO36473,california,4298.378567,no,Basic,bachelor,2011-02-17,Employed,f,31414,Suburban,Married,116,0.0,68,4.0,1,personal auto,Personal L3,Offer1,Call Center,556.8,suv,Medsize,A,2,medium,medium
8262,HU41273,california,8564.768226,no,Basic,high school or below,2011-02-17,Employed,m,95697,Rural,Married,107,29.0,29,0.0,9,personal auto,Personal L2,Offer2,Agent,178.006524,sports car,Medsize,A,2,high,high
8263,BH35016,california,16706.11699,no,Basic,bachelor,2011-02-09,Employed,f,63933,Suburban,Divorced,70,35.0,98,0.0,2,personal auto,Personal L3,Offer1,Call Center,424.883448,two-door car,Medsize,A,2,medium,high
8264,KC26486,arizona,8427.172486,yes,Extended,bachelor,2011-02-10,Employed,f,46503,Suburban,Divorced,215,15.149070740488469,21,0.384256105867471,1,personal auto,Personal L2,Offer1,Agent,1032.0,luxury suv,Medsize,A,2,medium,high
8265,VO25412,washington,8936.823519,no,Basic,master,2011-01-01,Employed,f,37520,Rural,Married,74,21.0,30,0.0,2,special auto,Special L3,Offer1,Agent,163.576763,two-door car,Medsize,A,1,medium,high
8266,ZS72533,oregon,5191.446028,no,Basic,high school or below,2011-02-09,Employed,m,86451,Rural,Single,65,0.0,99,0.0,3,personal auto,Personal L3,Offer1,Branch,7.793078,two-door car,Medsize,A,2,high,high
8267,RR66500,california,2436.005997,no,Basic,master,2011-01-30,Employed,m,87462,Rural,Married,61,0.0,79,1.0,1,corporate auto,Corporate L2,Offer4,Call Center,51.294615,four-door car,Medsize,A,1,high,medium
8268,KX86150,california,7188.292633,no,Extended,high school or below,2011-01-29,Medical Leave,m,13542,Suburban,Married,94,5.0,35,0.0,8,personal auto,Personal L3,Offer1,Web,451.2,four-door car,Small,A,1,low,high
8269,KE60943,california,4908.207958,no,Basic,bachelor,2011-02-27,Employed,m,33305,Suburban,Married,62,3.0,12,0.0,5,special auto,Special L2,Offer1,Call Center,353.77899,four-door car,Small,A,2,medium,medium
8270,QJ40732,arizona,4880.339614,no,Basic,college,2011-01-23,Employed,m,97984,Suburban,Married,61,1.0,36,1.0,5,personal auto,Personal L2,Offer2,Agent,407.450118,four-door car,Small,A,1,high,medium
8271,CS51928,california,4508.862933,no,Basic,bachelor,2011-02-08,Employed,m,83777,Urban,Married,112,18.0,74,0.0,1,personal auto,Personal L3,Offer1,Branch,377.354191,sports car,Small,A,2,high,medium
8272,HU35721,oregon,2876.822941,no,Basic,high school or below,2011-02-14,Employed,m,40171,Suburban,Divorced,73,8.0,78,0.0,1,personal auto,Personal L3,Offer4,Agent,350.4,four-door car,Medsize,A,2,medium,medium
8273,FM59265,washington,8034.520139,no,Basic,bachelor,2011-01-03,Unemployed,f,0,Suburban,Married,103,16.0,50,0.0,7,personal auto,Personal L3,Offer2,Agent,741.6,four-door car,Medsize,A,1,low,high
8274,ZJ26179,oregon,8382.478392,yes,Basic,bachelor,2011-01-27,Employed,m,25998,Suburban,Married,71,16.0,38,0.0,2,personal auto,Personal L3,Offer2,Call Center,791.878042,four-door car,Medsize,A,1,low,high
8275,VZ39362,oregon,9060.204521,no,Basic,high school or below,2011-01-18,Employed,f,57078,Suburban,Married,113,26.0,13,1.0,8,personal auto,Personal L3,Offer1,Call Center,542.4,sports car,Large,A,1,medium,high
8276,DP77737,oregon,15114.40241,yes,Basic,high school or below,2011-01-19,Medical Leave,f,28513,Suburban,Married,100,4.0,22,1.0,2,personal auto,Personal L1,Offer2,Call Center,480.0,suv,Medsize,A,1,low,high
8277,SY95534,california,3792.829528,no,Basic,bachelor,2011-01-21,Unemployed,m,0,Suburban,Married,104,23.0,76,0.0,1,personal auto,Personal L3,Offer3,Branch,748.8,suv,Medsize,A,1,low,medium
8278,MG12206,california,3728.874098,no,Basic,college,2011-02-27,Unemployed,m,0,Suburban,Single,69,21.0,54,5.0,3,personal auto,Personal L2,Offer4,Call Center,496.8,two-door car,Medsize,A,2,low,medium
8279,QK88438,arizona,5323.267311,no,Basic,college,2011-02-19,Employed,f,55289,Rural,Single,67,15.149070740488469,71,0.384256105867471,3,personal auto,Personal L3,Offer2,Agent,134.124254,four-door car,Medsize,A,2,medium,high
8280,BK43823,oregon,12052.98409,no,Premium,high school or below,2011-01-03,Employed,f,25419,Suburban,Married,101,13.0,18,0.0,2,personal auto,Personal L2,Offer2,Call Center,584.567645,four-door car,Medsize,A,1,low,high
8281,WS82822,oregon,5391.970996,no,Basic,college,2011-02-21,Employed,f,41662,Urban,Divorced,69,27.0,73,0.0,6,corporate auto,Corporate L3,Offer1,Agent,217.973168,four-door car,Medsize,A,2,medium,high
8282,DN66715,california,5181.620895,yes,Basic,master,2011-02-03,Employed,f,97131,Suburban,Married,64,5.0,80,0.0,6,personal auto,Personal L3,Offer2,Agent,307.2,four-door car,Small,A,2,high,high
8283,LK60013,oregon,5969.55297,no,Basic,bachelor,2011-01-26,Employed,f,97431,Suburban,Married,74,1.0,72,0.0,3,personal auto,Personal L2,Offer3,Branch,355.2,four-door car,Medsize,A,1,high,high
8284,NR32615,california,5498.940679,yes,Basic,college,2011-02-05,Medical Leave,m,22520,Suburban,Married,73,17.0,64,0.0,3,corporate auto,Corporate L2,Offer1,Branch,350.4,four-door car,Medsize,A,2,low,high
8285,CY50337,california,10928.40709,no,Extended,college,2011-01-11,Employed,f,74965,Rural,Married,90,20.0,93,0.0,2,personal auto,Personal L3,Offer1,Agent,58.557552,four-door car,Medsize,A,1,high,high
8286,FC48492,california,2876.775085,no,Extended,bachelor,2011-02-19,Unemployed,m,0,Suburban,Single,84,4.0,29,0.0,1,personal auto,Personal L1,Offer3,Branch,849.011958,four-door car,Medsize,A,2,low,medium
8287,EO77382,arizona,8873.525122,no,Premium,bachelor,2011-02-14,Employed,f,53503,Suburban,Single,114,3.0,43,0.0,7,personal auto,Personal L1,Offer1,Agent,547.2,four-door car,Medsize,A,2,medium,high
8288,PL18921,oregon,11981.98481,yes,Basic,master,2011-01-20,Retired,f,21514,Urban,Married,62,0.0,59,0.0,2,personal auto,Personal L2,Offer1,Agent,257.248789,two-door car,Medsize,A,1,low,high
8289,XD32841,oregon,13897.38856,no,Premium,bachelor,2011-02-23,Medical Leave,m,24378,Suburban,Married,188,18.0,34,0.0,5,corporate auto,Corporate L3,Offer1,Agent,902.4,suv,Medsize,A,2,low,high
8290,RE85409,california,5386.969384,no,Basic,high school or below,2011-02-21,Employed,m,93893,Rural,Married,67,16.0,70,0.0,8,personal auto,Personal L2,Offer3,Agent,98.66095,four-door car,Medsize,A,2,high,high
8291,VV81837,oregon,4928.648668,no,Extended,high school or below,2011-02-15,Employed,m,52507,Suburban,Married,123,23.0,55,0.0,1,personal auto,Personal L3,Offer1,Agent,590.4,suv,Medsize,A,2,medium,medium
8292,CF27806,california,5470.060561,yes,Extended,bachelor,2011-02-17,Employed,f,54507,Suburban,Married,138,20.0,11,0.0,1,personal auto,Personal L3,Offer2,Agent,702.990032,suv,Medsize,A,2,medium,high
8293,DJ11965,california,4904.894731,yes,Extended,college,2011-02-14,Retired,f,12902,Suburban,Divorced,139,3.0,51,0.0,1,personal auto,Personal L3,Offer1,Agent,667.2,sports car,Medsize,A,2,low,medium
8294,GA93544,oregon,2897.494724,no,Extended,high school or below,2011-02-27,Unemployed,f,0,Suburban,Single,77,19.0,17,0.0,1,personal auto,Personal L2,Offer1,Branch,554.4,four-door car,Medsize,A,2,low,medium
8295,FP66510,washington,8186.095915,no,Basic,high school or below,2011-01-28,Employed,f,43877,Urban,Married,102,26.0,77,0.0,4,corporate auto,Corporate L1,Offer1,Agent,414.713588,suv,Medsize,A,1,medium,high
8296,BQ60673,california,5205.024842,no,Basic,bachelor,2011-01-14,Employed,m,32946,Suburban,Married,66,13.0,7,0.0,6,corporate auto,Corporate L3,Offer1,Branch,316.8,two-door car,Small,A,1,medium,high
8297,ZX35838,oregon,9336.336922,no,Premium,master,2011-01-25,Employed,f,70177,Rural,Married,115,12.0,34,0.0,8,personal auto,Personal L1,Offer1,Agent,225.517666,four-door car,Medsize,A,1,high,high
8298,VP57424,nevada,6997.008618,no,Extended,bachelor,2011-01-08,Employed,f,55873,Urban,Married,88,30.0,19,0.0,6,personal auto,Personal L2,Offer2,Agent,299.356083,four-door car,Small,A,1,medium,high
8299,XB71208,california,2735.469265,no,Basic,college,2011-02-14,Employed,f,96314,Urban,Single,69,2.0,76,0.0,1,personal auto,Personal L3,Offer2,Agent,296.995798,four-door car,Medsize,A,2,high,medium
8300,HJ64239,california,8262.629249,no,Basic,college,2011-01-01,Unemployed,f,0,Suburban,Single,113,25.0,55,0.0,3,corporate auto,Corporate L3,Offer1,Agent,813.6,suv,Medsize,A,1,low,high
8301,EN65835,arizona,58753.88046,no,Premium,bachelor,2011-01-06,Employed,f,24964,Suburban,Married,185,0.0,84,0.0,2,personal auto,Personal L2,Offer2,Agent,888.0,suv,Medsize,A,1,low,high
8302,BO46265,oregon,6906.201903,no,Extended,college,2011-02-18,Medical Leave,m,13432,Suburban,Married,92,5.0,82,0.0,8,personal auto,Personal L3,Offer1,Branch,610.567945,four-door car,Small,A,2,low,high
8303,IO33050,oregon,5119.414293,no,Basic,high school or below,2011-01-10,Employed,f,40169,Urban,Divorced,65,1.0,47,1.0,3,personal auto,Personal L3,Offer1,Call Center,302.818833,four-door car,Medsize,A,1,medium,high
8304,YH24323,california,2511.697993,no,Basic,college,2011-02-03,Medical Leave,f,14906,Suburban,Married,66,31.0,0,0.0,1,corporate auto,Corporate L3,Offer2,Branch,421.632668,four-door car,Small,A,2,low,medium
8305,RN87402,california,10369.3874,no,Basic,college,2011-02-08,Unemployed,f,0,Suburban,Married,69,35.0,50,0.0,2,corporate auto,Corporate L2,Offer1,Branch,454.3585,four-door car,Small,A,2,low,high
8306,SS90882,oregon,7680.748159,no,Basic,college,2011-01-06,Employed,f,66795,Urban,Married,64,14.0,71,0.0,2,personal auto,Personal L3,Offer3,Web,238.032027,four-door car,Medsize,A,1,medium,high
8307,SV50502,oregon,5595.835041,no,Basic,master,2011-01-22,Employed,f,79189,Suburban,Married,69,6.0,97,0.0,4,corporate auto,Corporate L2,Offer4,Branch,331.2,four-door car,Medsize,A,1,high,high
8308,ZN24083,oregon,5532.462342,no,Basic,doctor,2011-02-26,Employed,m,29084,Suburban,Divorced,71,14.0,59,1.0,3,corporate auto,Corporate L2,Offer1,Web,492.088331,four-door car,Small,A,2,low,high
8309,DA54619,oregon,9035.671134,yes,Premium,high school or below,2011-01-21,Employed,f,34337,Suburban,Married,113,15.149070740488469,44,0.384256105867471,9,personal auto,Personal L3,Offer2,Web,542.4,four-door car,Large,A,1,medium,high
8310,DQ50258,california,4814.350556,no,Basic,college,2011-02-07,Unemployed,m,0,Suburban,Single,67,17.0,4,0.0,4,personal auto,Personal L3,Offer2,Agent,482.4,four-door car,Medsize,A,2,low,medium
8311,WN45973,washington,12584.00638,no,Basic,master,2011-02-16,Employed,m,83013,Rural,Married,103,2.0,75,0.0,2,corporate auto,Corporate L3,Offer1,Agent,155.125923,suv,Medsize,A,2,high,high
8312,LR82110,nevada,20101.65141,no,Basic,doctor,2011-01-27,Medical Leave,f,23638,Suburban,Married,102,32.0,62,0.0,2,personal auto,Personal L2,Offer3,Web,489.6,suv,Medsize,A,1,low,high
8313,TS50305,california,3979.388247,no,Basic,high school or below,2011-02-27,Unemployed,f,0,Suburban,Single,112,11.0,3,0.0,1,personal auto,Personal L3,Offer1,Agent,806.4,suv,Medsize,A,2,low,medium
8314,CZ19025,oregon,2489.16729,no,Basic,high school or below,2011-01-26,Employed,f,47888,Suburban,Single,64,23.0,16,1.0,1,personal auto,Personal L1,Offer1,Web,545.083116,four-door car,Small,A,1,medium,medium
8315,SM52948,nevada,8707.619537,no,Basic,bachelor,2011-01-05,Employed,f,57107,Suburban,Married,110,27.0,84,3.0,7,personal auto,Personal L2,Offer2,Branch,528.0,suv,Small,A,1,medium,high
8316,UG49716,washington,4196.689511,no,Basic,college,2011-01-03,Unemployed,f,0,Suburban,Single,114,19.0,77,0.0,1,personal auto,Personal L3,Offer1,Branch,1182.289213,sports car,Large,A,1,low,medium
8317,MY60905,california,4784.416267,no,Basic,bachelor,2011-01-03,Unemployed,f,0,Suburban,Single,68,16.0,81,0.0,6,personal auto,Personal L3,Offer1,Branch,326.4,two-door car,Medsize,A,1,low,medium
8318,HY76810,oregon,6282.317743,no,Premium,bachelor,2011-01-30,Unemployed,f,0,Rural,Married,172,23.0,6,0.0,1,corporate auto,Corporate L3,Offer2,Branch,141.460349,suv,Small,A,1,low,high
8319,DY49235,arizona,5205.751205,no,Basic,college,2011-01-10,Disabled,f,25237,Suburban,Divorced,69,23.0,52,0.0,9,personal auto,Personal L3,Offer2,Agent,378.345883,four-door car,Medsize,A,1,low,high
8320,AW48347,washington,13024.13012,yes,Extended,master,2011-01-31,Unemployed,m,0,Suburban,Single,125,6.0,61,0.0,2,personal auto,Personal L3,Offer1,Agent,900.0,suv,Small,A,1,low,high
8321,GQ11852,oregon,13306.18451,no,Premium,college,2011-01-05,Employed,f,39017,Urban,Married,170,10.0,4,2.0,3,personal auto,Personal L3,Offer1,Call Center,592.85751,suv,Medsize,A,1,medium,high
8322,PM63319,washington,4529.976333,no,Basic,college,2011-02-22,Unemployed,f,0,Suburban,Single,65,7.0,67,0.0,7,personal auto,Personal L1,Offer1,Agent,438.369382,four-door car,Medsize,A,2,low,medium
8323,VC54081,oregon,9449.745947,no,Basic,college,2011-02-10,Unemployed,f,0,Rural,Married,63,11.0,20,0.0,2,special auto,Special L2,Offer1,Branch,117.744416,four-door car,Medsize,A,2,low,high
8324,CD38665,california,14510.44376,no,Basic,high school or below,2011-02-01,Employed,m,41433,Suburban,Married,183,24.0,40,0.0,9,personal auto,Personal L2,Offer2,Call Center,1317.6,luxury car,Medsize,A,2,medium,high
8325,WG93963,california,8575.961719,no,Extended,college,2011-02-10,Employed,f,39946,Suburban,Divorced,218,23.0,99,0.0,1,personal auto,Personal L1,Offer1,Branch,1046.4,luxury suv,Small,A,2,medium,high
8326,MJ45965,oregon,8059.893671,no,Basic,high school or below,2011-02-18,Employed,m,72309,Urban,Single,68,3.0,51,0.0,2,personal auto,Personal L3,Offer4,Branch,244.727144,four-door car,Medsize,A,2,high,high
8327,PT73521,california,2732.613084,no,Basic,college,2011-02-08,Employed,m,42968,Suburban,Married,69,15.0,85,0.0,1,personal auto,Personal L1,Offer3,Agent,331.2,four-door car,Medsize,A,2,medium,medium
8328,TU68427,arizona,2649.658715,no,Basic,high school or below,2011-02-03,Unemployed,f,0,Suburban,Single,73,3.0,93,0.0,1,personal auto,Personal L3,Offer2,Web,350.4,two-door car,Medsize,A,2,low,medium
8329,DZ38951,oregon,6438.995346,no,Extended,high school or below,2011-02-17,Medical Leave,m,19831,Suburban,Married,83,8.0,88,0.0,7,personal auto,Personal L2,Offer1,Agent,398.4,four-door car,Medsize,A,2,low,high
8330,VX79712,washington,6775.924167,no,Extended,doctor,2011-02-20,Employed,m,27354,Suburban,Married,86,2.0,13,1.0,7,personal auto,Personal L3,Offer4,Branch,412.8,two-door car,Medsize,A,2,low,high
8331,HH99354,oregon,7231.000788,no,Basic,bachelor,2011-01-24,Employed,m,67276,Urban,Married,61,15.149070740488469,74,0.384256105867471,2,personal auto,Personal L2,Offer2,Call Center,181.804443,two-door car,Medsize,A,1,medium,high
8332,IS94199,california,4254.620669,yes,Basic,high school or below,2011-02-03,Disabled,f,11904,Suburban,Single,61,34.0,11,2.0,3,personal auto,Personal L2,Offer1,Web,292.8,two-door car,Small,A,2,low,medium
8333,CG60089,washington,12898.59142,no,Premium,bachelor,2011-02-04,Employed,m,37449,Rural,Married,111,18.0,69,1.0,2,personal auto,Personal L3,Offer3,Branch,170.559281,four-door car,Medsize,A,2,medium,high
8334,EU81458,oregon,2743.553584,no,Basic,doctor,2011-02-12,Employed,f,95782,Urban,Married,68,6.0,22,1.0,1,personal auto,Personal L3,Offer3,Call Center,247.847239,four-door car,Medsize,A,2,high,medium
8335,CB62406,arizona,6803.596768,no,Premium,high school or below,2011-02-04,Employed,m,43758,Suburban,Married,171,16.0,29,0.0,1,corporate auto,Corporate L3,Offer1,Call Center,1129.929433,suv,Medsize,A,2,medium,high
8336,FE24232,nevada,4729.970205,no,Extended,high school or below,2011-01-17,Unemployed,f,0,Suburban,Married,124,13.0,31,0.0,1,corporate auto,Corporate L1,Offer2,Web,630.85509,sports car,Medsize,A,1,low,medium
8337,BR23201,california,2586.807171,no,Basic,bachelor,2011-02-25,Unemployed,m,0,Urban,Married,71,23.0,84,0.0,1,personal auto,Personal L3,Offer2,Branch,191.640085,four-door car,Medsize,A,2,low,medium
8338,KL65897,california,6331.338496,no,Extended,bachelor,2011-02-21,Unemployed,f,0,Rural,Married,87,3.0,82,0.0,3,personal auto,Personal L2,Offer1,Branch,94.714302,two-door car,Medsize,A,2,low,high
8339,JU72142,oregon,14002.75508,no,Basic,bachelor,2011-02-14,Employed,m,61225,Urban,Married,117,3.0,0,0.0,2,personal auto,Personal L3,Offer2,Call Center,442.374873,suv,Small,A,2,medium,high
8340,MJ51323,oregon,8427.172486,yes,Extended,bachelor,2011-02-10,Employed,f,46503,Suburban,Divorced,215,4.0,21,1.0,1,personal auto,Personal L2,Offer1,Agent,1032.0,luxury suv,Medsize,A,2,medium,high
8341,XF92956,oregon,2448.859093,no,Basic,high school or below,2011-01-15,Unemployed,m,0,Suburban,Single,68,35.0,52,0.0,1,personal auto,Personal L2,Offer3,Branch,489.6,four-door car,Medsize,A,1,low,medium
8342,ZP91150,oregon,7944.973807,no,Premium,college,2011-02-13,Unemployed,m,0,Suburban,Single,113,10.0,97,0.0,9,corporate auto,Corporate L3,Offer1,Web,542.4,four-door car,Medsize,A,2,low,high
8343,UN51653,california,9402.729769,no,Extended,high school or below,2011-02-09,Unemployed,f,0,Suburban,Single,130,28.0,88,0.0,4,personal auto,Personal L3,Offer1,Web,936.0,suv,Medsize,A,2,low,high
8344,QA93530,nevada,5757.489397,no,Basic,college,2011-02-10,Employed,f,81491,Rural,Divorced,72,21.0,24,0.0,3,personal auto,Personal L1,Offer3,Agent,61.715527,four-door car,Medsize,A,2,high,high
8345,ZH93283,arizona,6005.847375,yes,Extended,college,2011-02-23,Retired,m,13528,Suburban,Single,86,21.0,35,0.0,3,personal auto,Personal L1,Offer1,Agent,412.8,four-door car,Medsize,A,2,low,high
8346,PZ10136,oregon,2465.616631,no,Basic,master,2011-01-17,Employed,m,51641,Rural,Single,63,8.0,80,1.0,1,personal auto,Personal L3,Offer1,Agent,137.091494,four-door car,Medsize,A,1,medium,medium
8347,LY17996,california,6190.316839,no,Extended,high school or below,2011-01-26,Medical Leave,m,25743,Suburban,Married,79,13.0,63,0.0,8,personal auto,Personal L3,Offer4,Branch,596.2476,two-door car,Large,A,1,low,high
8348,PA84292,oregon,2452.360892,no,Basic,bachelor,2011-01-24,Unemployed,f,0,Suburban,Single,69,13.0,75,0.0,1,personal auto,Personal L3,Offer1,Agent,496.8,four-door car,Medsize,A,1,low,medium
8349,IJ21010,arizona,5015.009472,yes,Extended,bachelor,2011-02-03,Employed,f,48567,Suburban,Single,130,12.0,15,0.0,1,personal auto,Personal L2,Offer2,Agent,624.0,suv,Medsize,A,2,medium,high
8350,SG53084,california,4766.645359,no,Basic,bachelor,2011-02-28,Employed,f,70432,Rural,Married,61,16.0,49,3.0,4,personal auto,Personal L2,Offer4,Web,6.422285,four-door car,Medsize,A,2,high,medium
8351,PC83755,oregon,2471.528431,yes,Basic,high school or below,2011-01-15,Employed,m,95697,Rural,Married,61,16.0,55,0.0,1,personal auto,Personal L2,Offer2,Agent,114.273025,two-door car,Medsize,A,1,high,medium
8352,AH41065,washington,18943.26899,no,Extended,high school or below,2011-01-27,Employed,m,58851,Suburban,Married,79,11.0,33,1.0,2,personal auto,Personal L1,Offer2,Web,494.187643,four-door car,Medsize,A,1,medium,high
8353,XJ34057,california,10339.59799,no,Extended,bachelor,2011-02-25,Employed,m,67134,Rural,Married,131,15.149070740488469,63,0.384256105867471,6,personal auto,Personal L2,Offer1,Call Center,277.448968,sports car,Medsize,A,2,medium,high
8354,MK70700,california,5553.295758,no,Basic,master,2011-01-07,Employed,m,68197,Urban,Married,69,1.0,81,0.0,3,personal auto,Personal L1,Offer2,Branch,176.819414,four-door car,Medsize,A,1,medium,high
8355,YP72749,california,2449.789611,no,Basic,bachelor,2011-02-16,Employed,f,44662,Urban,Single,63,3.0,51,1.0,1,corporate auto,Corporate L1,Offer1,Agent,165.098152,four-door car,Medsize,A,2,medium,medium
